1709210875.000000, IBI
21.968750,0.703125
22.750000,0.781250
28.296875,0.703125
29.046875,0.750000
29.812500,0.765625
30.562500,0.750000
31.343750,0.781250
32.078125,0.734375
32.812500,0.734375
33.578125,0.765625
34.328125,0.750000
35.046875,0.718750
35.750000,0.703125
36.390625,0.640625
37.046875,0.656250
37.734375,0.687500
38.500000,0.765625
39.312500,0.812500
40.109375,0.796875
46.000000,0.656250
86.875000,0.750000
90.359375,0.593750
95.171875,0.796875
95.968750,0.796875
115.328125,0.703125
116.093750,0.765625
116.906250,0.812500
117.687500,0.781250
118.421875,0.734375
119.156250,0.734375
119.875000,0.718750
120.578125,0.703125
121.250000,0.671875
121.937500,0.687500
122.687500,0.750000
123.453125,0.765625
124.187500,0.734375
124.796875,0.609375
134.140625,0.718750
134.687500,0.546875
145.484375,0.703125
146.203125,0.718750
146.937500,0.734375
147.656250,0.718750
148.328125,0.671875
149.015625,0.687500
149.703125,0.687500
150.390625,0.687500
151.062500,0.671875
151.796875,0.734375
152.515625,0.718750
153.234375,0.718750
153.921875,0.687500
154.625000,0.703125
173.703125,0.656250
174.296875,0.593750
174.953125,0.656250
175.609375,0.656250
176.265625,0.656250
176.921875,0.656250
177.609375,0.687500
178.281250,0.671875
178.937500,0.656250
179.593750,0.656250
180.250000,0.656250
180.906250,0.656250
181.562500,0.656250
182.218750,0.656250
182.875000,0.656250
183.500000,0.625000
184.140625,0.640625
184.781250,0.640625
185.437500,0.656250
186.078125,0.640625
186.765625,0.687500
187.609375,0.843750
188.437500,0.828125
200.734375,0.687500
201.421875,0.687500
202.125000,0.703125
216.937500,0.656250
217.531250,0.593750
218.140625,0.609375
218.750000,0.609375
219.343750,0.593750
219.968750,0.625000
260.640625,0.765625
261.343750,0.703125
262.015625,0.671875
262.703125,0.687500
263.343750,0.640625
270.765625,0.734375
271.500000,0.734375
272.281250,0.781250
273.062500,0.781250
273.828125,0.765625
274.640625,0.812500
275.437500,0.796875
276.187500,0.750000
281.843750,0.671875
282.562500,0.718750
283.296875,0.734375
284.000000,0.703125
284.687500,0.687500
285.390625,0.703125
286.078125,0.687500
286.734375,0.656250
287.421875,0.687500
288.109375,0.687500
288.812500,0.703125
289.515625,0.703125
290.234375,0.718750
291.000000,0.765625
291.734375,0.734375
292.500000,0.765625
293.250000,0.750000
293.984375,0.734375
294.687500,0.703125
295.406250,0.718750
296.109375,0.703125
296.812500,0.703125
297.484375,0.671875
