1614326795.000000, 1614326795.000000, 1614326795.000000
32.000000, 32.000000, 32.000000
11,-38,-51
10,-37,-48
11,-38,-45
10,-37,-55
11,-37,-54
10,-38,-50
11,-38,-52
11,-38,-48
8,-37,-50
10,-40,-45
11,-38,-43
9,-39,-45
8,-38,-48
7,-38,-50
8,-37,-50
10,-38,-50
9,-38,-48
9,-39,-48
10,-38,-49
9,-38,-49
10,-38,-48
10,-38,-48
8,-39,-48
10,-38,-50
9,-38,-48
8,-38,-50
11,-37,-48
10,-37,-50
10,-39,-45
10,-39,-49
9,-37,-49
10,-38,-48
10,-39,-47
11,-35,-51
15,-39,-50
12,-40,-46
10,-39,-45
7,-36,-54
14,-36,-47
9,-37,-50
13,-43,-50
14,-38,-49
7,-36,-50
10,-39,-46
11,-40,-50
13,-38,-49
8,-37,-48
7,-39,-47
10,-38,-49
10,-38,-50
9,-32,-17
5,-38,-49
2,-38,-47
6,-39,-45
7,-38,-50
8,-40,-49
8,-40,-48
7,-39,-49
7,-38,-48
6,-39,-49
7,-39,-49
6,-38,-49
6,-39,-48
7,-39,-50
7,-38,-49
6,-39,-49
6,-38,-49
6,-38,-49
7,-39,-48
6,-37,-51
5,-38,-50
7,-38,-50
7,-38,-50
5,-39,-48
6,-38,-49
5,-38,-49
5,-39,-48
5,-39,-49
6,-38,-49
6,-38,-50
6,-39,-50
7,-40,-49
5,-38,-49
5,-39,-49
6,-39,-49
3,-39,-46
4,-40,-47
7,-39,-51
6,-40,-51
6,-38,-48
7,-39,-51
5,-39,-47
6,-39,-46
8,-41,-49
6,-40,-48
5,-39,-47
5,-39,-49
4,-39,-49
6,-40,-46
6,-41,-49
5,-39,-50
3,-39,-46
7,-41,-47
7,-41,-50
6,-40,-48
4,-39,-46
9,-42,-46
5,-40,-50
5,-39,-46
6,-40,-46
8,-41,-48
7,-41,-46
6,-38,-53
12,-38,-56
9,-41,-41
9,-39,-47
12,-40,-50
9,-41,-42
10,-41,-46
11,-37,-52
8,-40,-48
10,-39,-45
12,-39,-48
11,-40,-46
10,-39,-46
11,-40,-48
12,-41,-48
10,-39,-45
12,-41,-45
11,-40,-47
10,-39,-48
10,-40,-47
11,-41,-46
11,-40,-48
9,-40,-48
11,-40,-48
10,-40,-46
11,-40,-49
11,-40,-48
10,-41,-47
9,-40,-45
7,-41,-46
8,-40,-46
10,-41,-45
7,-40,-48
8,-40,-50
9,-39,-49
10,-41,-43
9,-42,-51
9,-40,-48
7,-39,-45
6,-42,-44
9,-39,-49
6,-39,-50
7,-42,-50
8,-41,-42
8,-39,-49
7,-40,-47
8,-40,-49
8,-40,-53
8,-40,-44
7,-40,-46
4,-36,-56
6,-36,-50
7,-36,-48
5,-43,-50
6,-38,-55
10,-36,-56
20,-33,-55
19,-35,-57
6,-35,-63
11,-31,-64
5,-30,-63
8,-28,-57
6,-28,-58
9,-25,-61
13,-23,-61
14,-17,-59
13,-16,-62
17,-10,-63
13,-11,-56
9,-8,-61
8,-6,-68
19,-4,-59
12,2,-61
11,4,-65
15,9,-57
18,9,-53
13,12,-55
10,13,-53
20,20,-48
20,17,-51
21,11,-47
21,11,-45
19,14,-53
17,16,-53
18,19,-54
15,17,-57
27,21,-53
23,26,-55
20,20,-58
19,20,-56
17,24,-58
9,29,-66
18,22,-53
14,23,-55
11,22,-58
14,22,-57
16,22,-55
9,29,-57
19,18,-56
19,25,-60
5,27,-60
13,18,-53
18,27,-52
7,26,-56
5,20,-56
8,21,-58
2,22,-60
5,21,-59
6,22,-60
3,23,-61
7,22,-57
7,23,-55
4,23,-57
7,22,-56
8,23,-55
11,22,-58
12,25,-57
16,26,-55
2,9,-62
4,11,-59
14,12,-52
11,11,-54
22,16,-49
2,14,-49
16,12,-37
9,9,-44
10,2,-45
2,-13,-47
3,-13,-58
11,-25,-58
7,-27,-59
12,-28,-73
13,-27,-75
16,-30,-68
21,-25,-73
37,-19,-75
16,-31,-89
15,-30,-80
9,-38,-49
10,-36,-44
12,-36,-44
11,-36,-44
15,-38,-52
13,-37,-54
13,-38,-53
15,-38,-46
13,-38,-46
12,-37,-46
13,-37,-49
17,-38,-48
14,-39,-50
13,-38,-51
13,-35,-50
10,-38,-45
15,-38,-48
15,-38,-48
11,-39,-50
12,-40,-48
13,-38,-47
9,-38,-49
9,-40,-48
10,-37,-48
7,-39,-51
9,-39,-47
9,-38,-51
9,-38,-48
7,-38,-48
6,-38,-50
6,-38,-48
14,-51,-44
3,-37,-50
2,-38,-48
4,-39,-47
6,-39,-49
7,-40,-52
6,-39,-51
4,-39,-48
3,-38,-48
3,-38,-48
4,-39,-50
4,-38,-51
1,-39,-49
2,-39,-47
2,-38,-52
3,-38,-49
3,-39,-50
2,-39,-48
2,-38,-49
2,-39,-50
2,-39,-49
2,-38,-50
3,-39,-48
1,-38,-49
1,-38,-48
1,-38,-48
2,-39,-49
2,-39,-50
-2,-38,-51
1,-39,-49
4,-40,-49
2,-37,-53
2,-37,-49
1,-38,-48
2,-38,-51
6,-40,-48
4,-40,-47
1,-37,-52
4,-39,-50
11,-41,-48
11,-41,-48
6,-40,-49
8,-40,-47
13,-40,-46
12,-42,-46
15,-41,-45
13,-39,-48
12,-40,-46
13,-40,-45
13,-40,-45
12,-40,-47
14,-41,-46
13,-40,-45
12,-40,-46
13,-41,-45
12,-41,-46
12,-41,-46
13,-41,-45
12,-41,-45
13,-41,-46
14,-40,-45
14,-41,-43
16,-40,-47
16,-40,-46
17,-41,-45
16,-41,-46
15,-40,-44
15,-41,-44
15,-41,-47
13,-42,-44
13,-41,-47
13,-41,-49
11,-39,-47
15,-39,-46
13,-41,-48
11,-41,-47
12,-40,-47
10,-40,-47
8,-40,-48
9,-39,-48
8,-40,-47
8,-39,-48
8,-39,-48
7,-39,-45
5,-38,-51
6,-39,-51
8,-40,-47
8,-39,-49
8,-39,-47
8,-39,-48
7,-39,-48
9,-39,-47
7,-39,-48
6,-38,-48
7,-38,-49
9,-39,-50
4,-41,-45
6,-39,-49
7,-39,-50
5,-39,-47
6,-41,-47
6,-40,-48
6,-39,-50
7,-40,-49
5,-39,-48
5,-42,-47
5,-43,-45
4,-39,-49
5,-39,-47
2,-40,-47
4,-39,-48
4,-40,-50
3,-41,-47
3,-41,-45
9,-44,-47
6,-42,-50
3,-40,-47
4,-39,-48
6,-42,-48
5,-42,-47
4,-38,-43
7,-43,-47
10,-42,-48
7,-41,-47
7,-41,-42
6,-42,-48
7,-42,-51
8,-43,-45
11,-40,-53
9,-39,-51
6,-42,-30
7,-42,-38
15,-39,-49
12,-38,-53
12,-39,-45
15,-40,-46
14,-41,-48
14,-40,-46
14,-38,-46
11,-40,-44
14,-40,-47
14,-39,-46
12,-39,-46
16,-42,-45
16,-41,-44
13,-40,-47
14,-42,-44
14,-41,-46
14,-38,-47
14,-40,-44
14,-40,-46
13,-41,-47
13,-42,-44
14,-40,-47
